index,recipe_name,sentence1,sentence2,label
182,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Add the onions to the casserole and cook gently for 3-4 minutes or until lightly coloured all over.,"Do this in batches, if necessary, so the pan is not overcrowded.",1
183,beef-rolls-with-mushroom-stuffing,"Add the onion and garlic and cook gently, stirring frequently, for 5 minutes, until golden brown.",Heat the 2 tbsp of oil for the stuffing in a large frying pan over a moderate heat.,1
184,easy-grilled-naan,Pinch off small handfuls of dough about the size of a golf ball.,"Combine the yeast, water and sugar in a large bowl.",1
185,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Stir in 3 tablespoons sweet chilli sauce, cabbage, celery, carrots and peppers; cook and stir until vegetables are completely heated, about 5 minutes.",Whisk together the 120ml soy sauce and 1/2 teaspoon garlic granules in a large bowl; add the pork and stir to coat.,1
186,apple-flapjack,"Cool for 5 to 10 minutes before cutting into pieces, then leave to cool again.",Pour the syrup mixture into the dry ingredients and mix well.,1
187,classic-peperonata,"Remove lid and cook gently, stirring frequently, for further 10 minutes or so until the mixture has reduced and thickened to desired consistency.","Add the onions and cook gently, stirring frequently for some 3 minutes or so until softened a bit.",1
188,salted-pork-fried-rice,Season with MSG and transfer to a serving dish.,"Turn the heat down to medium, add the pork and stir well.",1
189,cherry-scones,Place on a greased baking tray and bake in centre of oven for about 8-10 minutes.,Roll out to about 1cm (1/2 in) thick and cut into 5cm (2 in) rounds.,1
190,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Sprinkle in flour and stir in.,Saute until browned.,1
191,crab-topped-fillet-steaks,Top each steak with the crabmeat and butter mixture.,Toss the crabmeat in the butter.,1
192,light-chilli-con-carne,Cook as directed on packet.,Stir continuously until the mince is browned.,1
193,the-best-ever--on-this-earth--chewy-brownies,Fold in melted butter mixture.,set aside.,1
194,kahlua-bread-pudding,Let stand 30 minutes.,"Press gently, to moisten the bread cubes.",1
195,dairy-and-egg-free-chocolate-cake,Beat by hand until smooth.,"In a large bowl, mix sugar, flour, bicarb, salt and cocoa.",1
196,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,"Dust with icing sugar or cover with icing, if you prefer.","Stir in eggs, oil, chopped walnuts, sultanas and orange juice.",1
197,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,"When peppers are done, remove from oven and set aside to cool.",Place one garlic clove in each half and squeeze lemon juice generously over peppers.,1
198,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,"When bottom tortilla is lightly brown and cheese has started to melt, flip quesadilla and cook on the opposite side.",Set aside; keep warm.,1
199,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Set aside; keep warm.,Set aside.,1
200,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Combine cooked pasta, sauteed vegetables and sauce.",Take off heat and add chopped cooked bacon and set aside.,1
201,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Remove the beef from the casserole and set aside on a plate.,"Do this in batches, if necessary, so the pan is not overcrowded.",1
202,cheesy-chicken-supreme,"Pour in water and cook until the chicken is done and the water has evaporated, about 30 minutes.",Warm olive oil in a large frying pan over medium heat.,1
203,Italian_style_pizza_recipe_-_All_recipes_UK,Trim off any overhangs with a sharp knife.,Sprinkle the base with semolina and flip onto your tray.,1
204,Spicy_parsnip_soup_recipe_-_All_recipes_UK,"Add the parsnips, garlic and curry powder, and fry for a couple of minutes to release the flavours.","Fry the onion in butter until soft, about 5 minutes.",1
205,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Leave to cool.,"Bake until golden, about 20 minutes.",1
206,Easy_turkey_gravy_recipe_-_All_recipes_UK,"Whisk cornflour with water, then gradually whisk into pan juices.",Pass the contents of the tin through a large sieve into a saucepan.,1
207,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Layer with remaining pasta mixture, and top with remaining sauce.",Sprinkle with 1/2 of the Cheddar and 1/2 of the mozzarella.,1
208,kahlua-bread-pudding,Pour some boiling water in the large pan halfway up the side of the smaller baking dish.,Place baking dish in a larger baking tin.,1
209,cinnamon-nut-crunch-cake,Bake at 190 C / Gas 5 for about 30 minutes.,Scatter over the remaining topping and press down very lightly.,1
210,mint-chocolate-brownies,"Bake for 25 to 30 minutes in the preheated oven, or until top springs back when lightly touched.","Beat in eggs one at a time, then stir in the chocolate sauce.",1
211,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Serve warm.,Pour into a 2 litre baking dish.,1
212,japanese-chicken-and-tofu-burgers,"To serve, pour the mixture over the burgers and put shiso leaves on top.","While the burgers are cooking, roll up shiso leaves and cut them into very thin strips.",1
213,cheese-and-broccoli-calzones,Place on a lightly greased baking tray.,"Place the water, olive oil, salt, oregano, bread flour and yeast in the bread machine pan in the order recommended by the manufacturer.",1
214,Best_chocolate_chip_cookies_recipe_-_All_recipes_UK,"Bake for about 10 minutes in the preheated oven, or until edges are nicely browned.","Cream together the butter, caster sugar and brown sugar until smooth.",1
215,sweet-potato-and-bean-soup,Ladle into a blender or food processor and purée until smooth.,"Reduce the heat, cover and cook gently for 12 minutes or until the vegetables are tender.",1
216,pete-s-pulled-pork--slow-cooker-style,Strain the stock to get all the lumps out.,"In a large pan add the vinegar, stock, sugar, Worcestershire sauce, thyme, mustard, ketchup, garlic, thyme and cinnamon (basically everything except the onion and pork) and warm up and simmer for 2 to 3 minutes.",1
217,spinach-and-salmon-timbales,"Pour the herb sauce around, garnish with fennel or dill, if using, and serve.",Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,1
218,pete-s-pulled-pork--slow-cooker-style,Add the shredded pork back into the slow cooker and add 1 to 2 cups of the stock and mix it in.,"Remove any lumps of fat you find, and of course any bones.",1
219,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Make sure to leave enough bÃ©chamel sauce to cover the top layer completely.,"Spoon a layer of bÃ©chamel, then Bolognese sauce over the bottom of the dish.",1
220,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once set place meatballs on lightly greased tray and cook until meatballs are golden brown, around 30 minutes.",Melt butter over a medium heat.,1
221,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Stir well, then cover and put into the oven to cook with the pork.","About 40 minutes before the pork is ready, put the rice in an ovenproof dish and pour over the boiling stock.",1
222,somalian-sambusa,Repeat until wrappers or filling are used up.,"In a small dish or cup, mix together the flour and water to make a thin paste.",1
223,cinnamon-peach-verrines,Cover glasses with cling film and chill in fridge for at least 2 hours (preferably overnight).,"Cook until soft, then transfer them to a bowl filled with cold water.",1
224,sicilian-braccialoni,Pour passata over the roast and reduce heat to medium-low.,"Drizzle or brush with 1 tablespoon of olive oil, then sprinkle with a thin layer of breadcrumbs.",1
225,easy-chicken-coconut-curry,"When chicken pieces are browned, remove from pan and add the onion.",Heat oil in frying pan over medium high heat.,1
226,brandied-chestnut-and-mushroom-terrine,"Leave the terrine to cool in the tin, then turn it out onto a plate and cut it into neat slices.","Break the chestnuts into pieces and stir them into the mushroom mixture with the egg, breadcrumbs, chestnut pur辿e, orange zest and juice, parsley, thyme and salt and pepper to taste, using a wooden spoon to break up the chestnut pur辿e.",1
227,cheese-and-broccoli-calzones,Select the dough cycle.,"Place the water, olive oil, salt, oregano, bread flour and yeast in the bread machine pan in the order recommended by the manufacturer.",1
228,kahlua-bread-pudding,"Heat milk and coffee liqueur in a small saucepan, then whisk into egg mixture.","In a large bowl, beat eggs, 100g sugar, vanilla, almond extract and salt.",1
229,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,"Arrange the wedges decoratively over the salad, then serve.",Remove the shell from the hard-boiled eggs and cut into quarters.,1
230,family-friendly-cottage-pie,"Bake in a preheated 200 C / Gas 6 oven for 15 to 20 minutes, or until the cheese is golden brown.",Sprinkle over the grated cheese.,1
231,Irish_champ_recipe_-_All_recipes_UK,Season with freshly ground black pepper.,Place potatoes into large pot and fill with enough water to cover.,1
232,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,Add eggs and vanilla; mix until a stiff dough forms.,Cut in the butter until lumps are no larger than peas.,1
233,Homemade_pizza_base_recipe_-_All_recipes_UK,Sprinkle toppings over sauce (such as basil and mozzarella for a simple margherita pizza).,Add ingredients in the order suggested by your manufacturer.,1
234,walnut-biscotti-with-coconut,"Finally, fold in the coconut and walnuts.","In a medium bowl, cream together the sugar and butter.",1
235,My_own_famous_dolmades_recipe_-_All_recipes_UK,Sprinkle with remaining lemon juice and with olive oil.,"Pour in 1 litre of stock, reduce heat to low and simmer for another 10 to 15 minutes, or until rice is almost cooked.",1
236,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once set place meatballs on lightly greased tray and cook until meatballs are golden brown, around 30 minutes.","Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",1
237,pasta-pesto,Stir in pesto and soured cream; allow to heat through and come to a simmer.,Stir in sliced mushrooms and spring onions.,1
238,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"Bake buns in preheated oven until golden brown, about 15 minutes.",Roll dough into a 40x50cm (18x20 in) rectangle.,1
239,walnut-biscotti-with-coconut,Cool on baking tray for 10 to 15 minutes.,Preheat oven to 180 C / Gas 4.,1
240,cj-s-chicken-in-a-white-wine-and-cream-sauce,Add black pepper to suit yourself.,"When the chicken is just cooked, set aside.",1
241,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Bake in a preheated oven at 220 C for 25-30 minutes.,"Once the meat has reached a brown colour, pour in the wine and let it reduce.",1
242,quick-mince-hotpot,Transfer the mince to an ovenproof baking dish.,"Warm a little oil in a wok over a medium heat then add the beef mince and brown, breaking apart with a wooden spoon, until no longer pink.",1
243,polenta-pizza-base,Add desired toppings.,"Transfer dough to a lightly floured surface, and knead for 10 minutes.",1
244,creamy-macaroni-salad,Pour over the vegetables and stir in macaroni until well blended.,"Add macaroni and cook for 8 to 10 minutes, until tender.",1
245,brandied-chestnut-and-mushroom-terrine,Sprinkle a little chopped coriander or basil over the top and serve it with mixed salad leaves.,"Heat the oil in a large saucepan over a medium heat and gently fry the garlic, mushrooms and onions for 7-8 minutes until they are tender and lightly browned, stirring frequently.",1
246,easy-grilled-naan,Roll out a ball of dough into an elongated oval.,"Roll into balls, cover with a cloth and allow to rise until doubled in size, about 30 minutes.",1
247,mint-roasted-rack-of-lamb,Place lamb in frying pan when the oil is very hot.,Mix well then rub evenly over the racks of lamb.,1
248,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Pour in vegetable stock and stir.,Add onions and mushrooms.,1
249,kahlua-bread-pudding,Pour some boiling water in the large pan halfway up the side of the smaller baking dish.,Pour over moistened bread cubes.,1
250,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Top the first layer with lasagne sheets, then cover it with some sliced mushrooms and sprinkle with grated Parmesan.",cover with water and let cook for at least 30 minutes.,1
251,indian-lentil-curry--patoli-,"Add water as needed to help mash, but use as little as possible.","Combine the chana dal, green chillies and salt in a large bowl; mash into a thick and coarse paste.",1
252,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,Fill the paper cups 3/4's full.,"In a large bowl, cream together the butter and sugar until light and fluffy.",1
253,spiced-chocolate-courgette-cake,Sprinkle walnuts and chocolate chips on top.,"Add grated courgette, and mix well.",1
254,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Cover and leave to rise in a warm place for 15 to 20 minutes.,"Place the flour, salt, butter, caster sugar and egg in a food processor with a dough hook attachment.",1
255,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",Remove from heat and drain.,1
